Aikaleima (dd.mm.yyyy hh:mm);Viikko;Yhteensä;Kevyt ajoneuvo Imatra;Raskas ajoneuvo Imatra;Kevyt ajoneuvo Lpr;Raskas ajoneuvo Lpr
25.09.2021 08:00;38;521;221;26;247;27
25.09.2021 09:00;38;745;299;27;382;37
25.09.2021 10:00;38;954;389;28;504;33
25.09.2021 11:00;38;1177;515;26;602;34
25.09.2021 12:00;38;1249;590;21;599;39
25.09.2021 13:00;38;1260;615;28;576;41
25.09.2021 14:00;38;1212;632;18;515;47
25.09.2021 15:00;38;1202;656;15;485;46
25.09.2021 16:00;38;1026;524;17;450;35
25.09.2021 17:00;38;899;468;15;383;33
25.09.2021 18:00;38;741;351;8;358;24
25.09.2021 19:00;38;582;292;16;251;23
25.09.2021 20:00;38;527;252;20;234;21
25.09.2021 21:00;38;339;150;11;164;14
25.09.2021 22:00;38;237;116;6;106;9
25.09.2021 23:00;38;215;109;7;92;7
26.09.2021 00:00;38;168;102;7;53;6
26.09.2021 01:00;38;115;59;4;46;6
26.09.2021 02:00;38;51;28;2;18;3
26.09.2021 03:00;38;54;20;1;28;5
26.09.2021 04:00;38;48;23;8;16;1
26.09.2021 05:00;38;101;55;2;38;6
26.09.2021 06:00;38;172;79;6;81;6
26.09.2021 07:00;38;161;73;7;72;9
26.09.2021 08:00;38;281;134;8;130;9
26.09.2021 09:00;38;483;225;11;226;21
26.09.2021 10:00;38;735;315;8;387;25
26.09.2021 11:00;38;1012;436;16;519;41
26.09.2021 12:00;38;1182;490;12;614;66
26.09.2021 13:00;38;1364;636;12;686;30
26.09.2021 14:00;38;1375;603;22;704;46
26.09.2021 15:00;38;1399;545;18;788;48
26.09.2021 16:00;38;1425;568;20;788;49
26.09.2021 17:00;38;1333;555;7;725;46
26.09.2021 18:00;38;976;438;14;480;44
26.09.2021 19:00;38;754;313;19;385;37
26.09.2021 20:00;38;626;271;15;305;35
26.09.2021 21:00;38;401;172;20;181;28
26.09.2021 22:00;38;198;80;7;84;27
26.09.2021 23:00;38;117;46;9;43;19
27.09.2021 00:00;39;66;30;8;18;10
27.09.2021 01:00;39;59;9;18;15;17
27.09.2021 02:00;39;67;10;17;19;21
27.09.2021 03:00;39;76;22;14;17;23
27.09.2021 04:00;39;151;35;27;52;37
27.09.2021 05:00;39;395;168;28;168;31
27.09.2021 06:00;39;1203;616;35;494;58
27.09.2021 07:00;39;1505;652;86;704;63
27.09.2021 08:00;39;1156;462;92;528;74
27.09.2021 09:00;39;956;389;69;410;88
27.09.2021 10:00;39;928;386;76;393;73
27.09.2021 11:00;39;1062;445;104;432;81
27.09.2021 12:00;39;1091;490;94;430;77
27.09.2021 13:00;39;1192;571;78;439;104
27.09.2021 14:00;39;1332;618;68;547;99
27.09.2021 15:00;39;1734;797;85;754;98
27.09.2021 16:00;39;1642;798;77;683;84
27.09.2021 17:00;39;1165;537;58;481;89
27.09.2021 18:00;39;960;464;52;375;69
27.09.2021 19:00;39;768;313;57;328;70
27.09.2021 20:00;39;553;241;39;223;50
27.09.2021 21:00;39;387;160;39;165;23
27.09.2021 22:00;39;217;79;31;77;30
27.09.2021 23:00;39;127;45;25;41;16
28.09.2021 00:00;39;86;21;21;21;23
28.09.2021 01:00;39;70;11;29;8;22
28.09.2021 02:00;39;59;9;20;9;21
28.09.2021 03:00;39;71;12;19;17;23
28.09.2021 04:00;39;128;34;27;37;30
28.09.2021 05:00;39;396;164;31;147;54
28.09.2021 06:00;39;1216;594;55;498;69
28.09.2021 07:00;39;1463;616;68;697;82
28.09.2021 08:00;39;1112;433;74;505;100
28.09.2021 09:00;39;947;396;86;400;65
28.09.2021 10:00;39;975;399;93;392;91
28.09.2021 11:00;39;1050;456;77;438;79
28.09.2021 12:00;39;1031;449;75;416;91
28.09.2021 13:00;39;1210;538;94;492;86
28.09.2021 14:00;39;1294;598;77;529;90
28.09.2021 15:00;39;1825;881;83;785;76
28.09.2021 16:00;39;1841;897;76;775;93
28.09.2021 17:00;39;1247;575;60;530;82
28.09.2021 18:00;39;1018;465;46;440;67
28.09.2021 19:00;39;777;344;59;322;52
28.09.2021 20:00;39;559;234;38;226;61
28.09.2021 21:00;39;367;172;42;123;30
28.09.2021 22:00;39;225;73;23;98;31
28.09.2021 23:00;39;108;34;13;33;28
29.09.2021 00:00;39;84;30;20;25;9
29.09.2021 01:00;39;62;7;25;15;15
29.09.2021 02:00;39;59;11;21;11;16
29.09.2021 03:00;39;66;14;17;15;20
29.09.2021 04:00;39;136;39;28;34;35
29.09.2021 05:00;39;373;147;39;143;44
29.09.2021 06:00;39;1176;577;60;473;66
29.09.2021 07:00;39;1461;613;67;699;82
29.09.2021 08:00;39;1077;433;81;465;98
29.09.2021 09:00;39;930;351;75;425;79
29.09.2021 10:00;39;929;363;78;401;87
29.09.2021 11:00;39;1102;494;93;445;70
29.09.2021 12:00;39;1064;442;100;426;96
29.09.2021 13:00;39;1190;532;86;490;82
29.09.2021 14:00;39;1305;571;73;575;86
29.09.2021 15:00;39;1805;872;84;770;79
29.09.2021 16:00;39;1806;865;80;772;89
29.09.2021 17:00;39;1283;571;78;558;76
29.09.2021 18:00;39;984;482;59;371;72
29.09.2021 19:00;39;767;370;38;306;53
29.09.2021 20:00;39;516;235;40;199;42
29.09.2021 21:00;39;379;186;31;130;32
29.09.2021 22:00;39;259;90;33;110;26
29.09.2021 23:00;39;120;46;18;34;22
30.09.2021 00:00;39;96;26;12;37;21
30.09.2021 01:00;39;77;18;24;21;14
30.09.2021 02:00;39;67;7;23;14;23
30.09.2021 03:00;39;79;23;26;14;16
30.09.2021 04:00;39;128;32;23;40;33
30.09.2021 05:00;39;374;149;45;136;44
30.09.2021 06:00;39;1181;585;62;475;59
30.09.2021 07:00;39;1425;626;80;634;85
30.09.2021 08:00;39;1095;437;69;505;84
30.09.2021 09:00;39;976;379;81;435;81
30.09.2021 10:00;39;992;396;91;439;66
30.09.2021 11:00;39;1071;466;81;448;76
30.09.2021 12:00;39;1096;492;80;438;86
30.09.2021 13:00;39;1313;616;86;518;93
30.09.2021 14:00;39;1423;647;88;607;81
30.09.2021 15:00;39;2007;948;80;882;97
30.09.2021 16:00;39;1853;924;86;754;89
30.09.2021 17:00;39;1415;700;71;568;76
30.09.2021 18:00;39;1148;605;48;412;83
30.09.2021 19:00;39;880;410;41;378;51
30.09.2021 20:00;39;602;302;50;211;39
30.09.2021 21:00;39;407;184;40;148;35
30.09.2021 22:00;39;257;99;22;107;29
30.09.2021 23:00;39;164;53;23;58;30
01.10.2021 00:00;39;93;29;21;24;19
01.10.2021 01:00;39;81;20;25;16;20
01.10.2021 02:00;39;63;8;27;17;11
01.10.2021 03:00;39;64;13;19;14;18
01.10.2021 04:00;39;127;32;30;39;26
01.10.2021 05:00;39;413;166;40;165;42
01.10.2021 06:00;39;1058;486;65;453;54
01.10.2021 07:00;39;1293;559;66;591;77
01.10.2021 08:00;39;1065;428;69;490;78
01.10.2021 09:00;39;984;399;71;442;72
01.10.2021 10:00;39;1089;442;84;484;79
01.10.2021 11:00;39;1256;561;81;551;63
01.10.2021 12:00;39;1341;577;70;603;91
01.10.2021 13:00;39;1539;788;70;613;68
01.10.2021 14:00;39;1870;858;69;859;84
01.10.2021 15:00;39;2048;1061;57;864;66
01.10.2021 16:00;39;1983;1098;57;773;55
01.10.2021 17:00;39;1553;874;43;558;78
01.10.2021 18:00;39;1267;722;47;459;39
01.10.2021 19:00;39;832;483;30;291;28
01.10.2021 20:00;39;648;341;38;232;37
01.10.2021 21:00;39;507;254;17;214;22
01.10.2021 22:00;39;351;165;24;142;20
01.10.2021 23:00;39;201;101;14;69;17
02.10.2021 00:00;39;158;60;19;58;21
02.10.2021 01:00;39;107;39;18;39;11
02.10.2021 02:00;39;82;25;20;25;12
02.10.2021 03:00;39;75;28;14;23;10
02.10.2021 04:00;39;65;24;12;19;10
02.10.2021 05:00;39;151;74;12;50;15
02.10.2021 06:00;39;225;100;10;103;12
02.10.2021 07:00;39;307;118;7;161;21
02.10.2021 08:00;39;522;219;26;244;33
02.10.2021 09:00;39;757;326;17;374;40
02.10.2021 10:00;39;987;432;29;490;36
02.10.2021 11:00;39;1123;546;21;510;46
02.10.2021 12:00;39;1168;584;15;523;46
02.10.2021 13:00;39;1232;627;17;544;44
02.10.2021 14:00;39;1236;653;22;530;31
02.10.2021 15:00;39;1125;596;24;477;28
02.10.2021 16:00;39;955;476;22;425;32
02.10.2021 17:00;39;956;473;26;421;36
02.10.2021 18:00;39;765;382;11;337;35
02.10.2021 19:00;39;532;253;21;236;22
02.10.2021 20:00;39;474;226;15;212;21
02.10.2021 21:00;39;353;183;10;145;15
02.10.2021 22:00;39;268;128;4;126;10
02.10.2021 23:00;39;205;104;6;84;11
03.10.2021 00:00;39;139;61;11;55;12
03.10.2021 01:00;39;104;51;5;45;3
03.10.2021 02:00;39;62;29;4;23;6
03.10.2021 03:00;39;58;29;5;21;3
03.10.2021 04:00;39;46;23;4;15;4
03.10.2021 05:00;39;115;59;5;42;9
03.10.2021 06:00;39;154;68;7;75;4
03.10.2021 07:00;39;178;73;5;89;11
03.10.2021 08:00;39;271;131;10;112;18
03.10.2021 09:00;39;455;197;14;225;19
03.10.2021 10:00;39;676;292;4;348;32
03.10.2021 11:00;39;1013;398;12;559;44
03.10.2021 12:00;39;1156;514;16;589;37
03.10.2021 13:00;39;1272;543;26;655;48
03.10.2021 14:00;39;1365;539;24;760;42
03.10.2021 15:00;39;1385;583;15;745;42
03.10.2021 16:00;39;1301;595;11;655;40
03.10.2021 17:00;39;1294;564;18;657;55
03.10.2021 18:00;39;1118;495;19;551;53
03.10.2021 19:00;39;745;311;14;386;34
03.10.2021 20:00;39;555;246;12;259;38
03.10.2021 21:00;39;350;158;17;164;11
03.10.2021 22:00;39;207;91;11;86;19
03.10.2021 23:00;39;109;51;7;38;13
04.10.2021 00:00;40;58;18;8;19;13
04.10.2021 01:00;40;61;15;12;14;20
04.10.2021 02:00;40;59;11;14;16;18
04.10.2021 03:00;40;78;10;18;22;28
04.10.2021 04:00;40;155;39;30;56;30
04.10.2021 05:00;40;373;156;29;145;43
04.10.2021 06:00;40;1202;602;44;491;65
04.10.2021 07:00;40;1425;594;71;683;77
04.10.2021 08:00;40;1169;479;77;540;73
04.10.2021 09:00;40;950;370;92;408;80
04.10.2021 10:00;40;964;394;88;402;80
04.10.2021 11:00;40;1061;443;84;447;87
04.10.2021 12:00;40;1083;473;90;431;89
04.10.2021 13:00;40;1088;502;70;436;80
04.10.2021 14:00;40;1322;593;101;543;85
04.10.2021 15:00;40;1748;837;85;749;77
04.10.2021 16:00;40;1684;844;63;695;82
04.10.2021 17:00;40;1188;575;64;469;80
04.10.2021 18:00;40;984;440;56;405;83
04.10.2021 19:00;40;662;293;41;285;43
04.10.2021 20:00;40;542;212;50;222;58
04.10.2021 21:00;40;406;188;30;148;40
04.10.2021 22:00;40;230;74;32;97;27
04.10.2021 23:00;40;131;50;26;33;22
05.10.2021 00:00;40;95;22;21;24;28
05.10.2021 01:00;40;73;14;29;15;15
05.10.2021 02:00;40;68;15;18;11;24
05.10.2021 03:00;40;74;13;23;17;21
05.10.2021 04:00;40;133;32;23;51;27
05.10.2021 05:00;40;378;149;45;146;38
05.10.2021 06:00;40;1164;549;59;492;64
05.10.2021 07:00;40;1469;614;77;697;81
05.10.2021 08:00;40;1101;463;83;478;77
05.10.2021 09:00;40;981;408;85;408;80
05.10.2021 10:00;40;992;383;100;412;97
05.10.2021 11:00;40;999;428;65;423;83
05.10.2021 12:00;40;1070;494;86;416;74
05.10.2021 13:00;40;1163;538;95;445;85
05.10.2021 14:00;40;1292;541;78;571;102
05.10.2021 15:00;40;1826;911;93;727;95
05.10.2021 16:00;40;1799;873;71;760;95
05.10.2021 17:00;40;1225;564;70;523;68
05.10.2021 18:00;40;1011;461;55;421;74
05.10.2021 19:00;40;682;306;54;264;58
05.10.2021 20:00;40;525;225;43;209;48
05.10.2021 21:00;40;370;160;30;157;23
05.10.2021 22:00;40;230;79;27;98;26
05.10.2021 23:00;40;141;44;29;45;23
06.10.2021 00:00;40;96;20;28;25;23
06.10.2021 01:00;40;84;18;30;17;19
06.10.2021 02:00;40;63;11;14;16;22
06.10.2021 03:00;40;79;15;25;13;26
06.10.2021 04:00;40;116;28;26;29;33
06.10.2021 05:00;40;398;156;38;156;48
06.10.2021 06:00;40;1120;533;56;472;59
06.10.2021 07:00;40;1473;627;69;708;69
06.10.2021 08:00;40;1063;413;84;484;82
06.10.2021 09:00;40;959;412;87;378;82
06.10.2021 10:00;40;927;353;81;402;91
06.10.2021 11:00;40;1079;471;80;444;84
06.10.2021 12:00;40;1068;456;91;447;74
06.10.2021 13:00;40;1240;577;92;479;92
06.10.2021 14:00;40;1376;610;88;578;100
06.10.2021 15:00;40;1857;869;93;801;94
06.10.2021 16:00;40;1723;833;76;719;95
06.10.2021 17:00;40;1277;620;72;503;82
06.10.2021 18:00;40;1046;484;66;425;71
06.10.2021 19:00;40;755;350;36;307;62
06.10.2021 20:00;40;541;234;43;211;53
06.10.2021 21:00;40;407;197;34;141;35
06.10.2021 22:00;40;243;101;28;90;24
06.10.2021 23:00;40;142;44;21;55;22
07.10.2021 00:00;40;82;26;17;23;16
07.10.2021 01:00;40;79;21;26;15;17
07.10.2021 02:00;40;91;13;30;15;33
07.10.2021 03:00;40;78;18;22;16;22
07.10.2021 04:00;40;127;40;18;39;30
07.10.2021 05:00;40;363;148;36;144;35
07.10.2021 06:00;40;1133;550;50;470;63
07.10.2021 07:00;40;1511;649;73;722;67
07.10.2021 08:00;40;1161;479;84;509;89
07.10.2021 09:00;40;1048;423;100;442;83
07.10.2021 10:00;40;984;395;82;410;97
07.10.2021 11:00;40;1074;442;96;452;84
07.10.2021 12:00;40;1171;525;98;457;91
07.10.2021 13:00;40;1247;536;100;513;98
07.10.2021 14:00;40;1464;657;80;633;94
07.10.2021 15:00;40;1903;940;77;789;97
07.10.2021 16:00;40;1850;942;71;752;85
07.10.2021 17:00;40;1311;666;63;507;75
07.10.2021 18:00;40;1014;502;62;385;65
07.10.2021 19:00;40;765;366;46;297;56
07.10.2021 20:00;40;586;277;46;201;62
07.10.2021 21:00;40;407;187;26;171;23
07.10.2021 22:00;40;249;87;20;112;30
07.10.2021 23:00;40;143;60;22;35;26
08.10.2021 00:00;40;113;41;23;29;20
08.10.2021 01:00;40;76;8;24;19;25
08.10.2021 02:00;40;87;11;35;16;25
08.10.2021 03:00;40;75;26;20;12;17
08.10.2021 04:00;40;124;40;21;36;27
08.10.2021 05:00;40;389;161;39;145;44
08.10.2021 06:00;40;1054;517;58;415;64
08.10.2021 07:00;40;1304;543;63;633;65
08.10.2021 08:00;40;1015;399;77;460;79
08.10.2021 09:00;40;1067;423;91;471;82
08.10.2021 10:00;40;1013;418;65;444;86
08.10.2021 11:00;40;1190;532;80;491;87
08.10.2021 12:00;40;1376;607;71;606;92
08.10.2021 13:00;40;1554;744;81;642;87
08.10.2021 14:00;40;1752;844;94;756;58
08.10.2021 15:00;40;2003;1039;72;822;70
08.10.2021 16:00;40;1932;1063;63;734;72
08.10.2021 17:00;40;1577;858;66;594;59
08.10.2021 18:00;40;1182;688;45;402;47
08.10.2021 19:00;40;872;499;45;295;33
08.10.2021 20:00;40;581;329;29;196;27
08.10.2021 21:00;40;549;296;27;210;16
08.10.2021 22:00;40;311;135;18;141;17
08.10.2021 23:00;40;187;77;16;78;16
09.10.2021 00:00;40;146;53;17;64;12
09.10.2021 01:00;40;98;42;18;33;5
09.10.2021 02:00;40;77;24;16;26;11
09.10.2021 03:00;40;73;29;13;19;12
09.10.2021 04:00;40;86;36;12;22;16
09.10.2021 05:00;40;158;79;15;50;14
09.10.2021 06:00;40;232;101;13;104;14
09.10.2021 07:00;40;358;137;12;191;18
09.10.2021 08:00;40;572;245;18;279;30
09.10.2021 09:00;40;780;331;18;398;33
09.10.2021 10:00;40;1060;489;28;515;28
09.10.2021 11:00;40;1129;561;20;506;42
09.10.2021 12:00;40;1168;561;23;536;48
09.10.2021 13:00;40;1221;691;18;477;35
09.10.2021 14:00;40;1218;640;13;544;21
09.10.2021 15:00;40;1222;623;23;535;41
09.10.2021 16:00;40;1138;557;25;523;33
09.10.2021 17:00;40;1010;516;22;435;37
09.10.2021 18:00;40;757;379;18;348;12
09.10.2021 19:00;40;575;251;8;290;26
09.10.2021 20:00;40;457;209;21;199;28
09.10.2021 21:00;40;304;139;14;138;13
09.10.2021 22:00;40;260;133;6;107;14
09.10.2021 23:00;40;181;94;5;67;15
10.10.2021 00:00;40;133;64;9;49;11
10.10.2021 01:00;40;89;39;5;34;11
10.10.2021 02:00;40;72;30;6;30;6
10.10.2021 03:00;40;57;27;3;21;6
10.10.2021 04:00;40;57;26;7;19;5
10.10.2021 05:00;40;115;52;5;52;6
10.10.2021 06:00;40;160;83;2;68;7
10.10.2021 07:00;40;220;98;2;108;12
10.10.2021 08:00;40;300;147;12;120;21
10.10.2021 09:00;40;442;175;11;235;21
10.10.2021 10:00;40;648;277;17;324;30
10.10.2021 11:00;40;947;367;15;528;37
10.10.2021 12:00;40;1219;548;16;606;49
10.10.2021 13:00;40;1219;537;18;620;44
10.10.2021 14:00;40;1373;576;17;738;42
10.10.2021 15:00;40;1322;580;20;680;42
10.10.2021 16:00;40;1346;616;23;654;53
10.10.2021 17:00;40;1271;525;18;686;42
10.10.2021 18:00;40;1006;458;27;469;52
10.10.2021 19:00;40;770;318;19;401;32
10.10.2021 20:00;40;531;240;28;224;39
10.10.2021 21:00;40;338;149;19;146;24
10.10.2021 22:00;40;195;82;13;85;15
10.10.2021 23:00;40;125;45;22;38;20
11.10.2021 00:00;41;51;17;6;12;16
11.10.2021 01:00;41;62;9;14;17;22
11.10.2021 02:00;41;52;8;13;19;12
11.10.2021 03:00;41;73;18;16;16;23
11.10.2021 04:00;41;155;34;33;62;26
11.10.2021 05:00;41;436;183;36;165;52
11.10.2021 06:00;41;1181;571;57;494;59
11.10.2021 07:00;41;1464;585;71;732;76
11.10.2021 08:00;41;1160;487;78;516;79
11.10.2021 09:00;41;975;407;93;409;66
11.10.2021 10:00;41;997;395;90;430;82
11.10.2021 11:00;41;1019;451;73;423;72
11.10.2021 12:00;41;1062;464;93;403;102
11.10.2021 13:00;41;1184;545;82;468;89
11.10.2021 14:00;41;1330;626;72;546;86
11.10.2021 15:00;41;1771;875;80;737;79
11.10.2021 16:00;41;1689;839;75;690;85
11.10.2021 17:00;41;1187;560;71;494;62
11.10.2021 18:00;41;917;413;59;371;74
11.10.2021 19:00;41;621;270;40;262;49
11.10.2021 20:00;41;501;206;41;213;41
11.10.2021 21:00;41;340;131;38;134;37
11.10.2021 22:00;41;229;94;20;93;22
11.10.2021 23:00;41;106;38;22;32;14
12.10.2021 00:00;41;83;18;24;17;24
12.10.2021 01:00;41;55;8;20;7;20
12.10.2021 02:00;41;76;15;22;11;28
12.10.2021 03:00;41;64;11;22;12;19
12.10.2021 04:00;41;129;23;31;41;34
12.10.2021 05:00;41;420;176;40;146;58
12.10.2021 06:00;41;1154;554;64;468;68
12.10.2021 07:00;41;1561;649;67;768;77
12.10.2021 08:00;41;1084;448;63;467;106
12.10.2021 09:00;41;936;395;75;390;76
12.10.2021 10:00;41;919;374;68;399;78
12.10.2021 11:00;41;1001;427;81;397;96
12.10.2021 12:00;41;1102;485;82;453;82
12.10.2021 13:00;41;1211;544;85;482;100
12.10.2021 14:00;41;1332;585;96;566;85
12.10.2021 15:00;41;1805;857;88;766;94
12.10.2021 16:00;41;1711;832;66;730;83
12.10.2021 17:00;41;1183;539;64;505;75
12.10.2021 18:00;41;928;433;63;375;57
12.10.2021 19:00;41;688;332;45;261;50
12.10.2021 20:00;41;495;223;39;188;45
12.10.2021 21:00;41;364;162;25;131;46
12.10.2021 22:00;41;212;71;32;90;19
12.10.2021 23:00;41;137;49;22;46;20
13.10.2021 00:00;41;86;30;18;18;20
13.10.2021 01:00;41;55;7;22;13;13
13.10.2021 02:00;41;59;10;26;4;19
13.10.2021 03:00;41;65;15;19;13;18
13.10.2021 04:00;41;144;35;30;38;41
13.10.2021 05:00;41;392;178;45;134;35
13.10.2021 06:00;41;1156;564;56;470;66
13.10.2021 07:00;41;1400;605;82;647;66
13.10.2021 08:00;41;1115;456;76;485;98
13.10.2021 09:00;41;918;363;73;402;80
13.10.2021 10:00;41;949;372;91;399;87
13.10.2021 11:00;41;967;404;81;411;71
13.10.2021 12:00;41;1107;469;93;458;87
13.10.2021 13:00;41;1101;501;71;437;92
13.10.2021 14:00;41;1307;588;83;556;80
13.10.2021 15:00;41;1678;796;70;720;92
13.10.2021 16:00;41;1812;905;50;766;91
13.10.2021 17:00;41;1239;572;58;533;76
13.10.2021 18:00;41;932;448;48;357;79
13.10.2021 19:00;41;745;326;56;314;49
13.10.2021 20:00;41;516;221;32;203;60
13.10.2021 21:00;41;385;175;35;142;33
13.10.2021 22:00;41;220;73;30;93;24
13.10.2021 23:00;41;113;38;15;40;20
14.10.2021 00:00;41;85;21;17;26;21
14.10.2021 01:00;41;67;15;25;10;17
14.10.2021 02:00;41;68;19;23;13;13
14.10.2021 03:00;41;73;11;26;15;21
14.10.2021 04:00;41;130;33;30;35;32
14.10.2021 05:00;41;351;152;31;137;31
14.10.2021 06:00;41;1140;557;50;472;61
14.10.2021 07:00;41;1461;615;72;695;79
14.10.2021 08:00;41;1113;461;65;499;88
14.10.2021 09:00;41;944;376;75;416;77
14.10.2021 10:00;41;977;407;80;410;80
14.10.2021 11:00;41;1072;458;81;448;85
14.10.2021 12:00;41;1105;422;89;511;83
14.10.2021 13:00;41;1227;555;81;508;83
14.10.2021 14:00;41;1399;641;94;572;92
14.10.2021 15:00;41;1904;927;94;790;93
14.10.2021 16:00;41;1860;942;79;755;84
14.10.2021 17:00;41;1396;691;53;581;71
14.10.2021 18:00;41;1057;511;51;420;75
14.10.2021 19:00;41;782;391;39;299;53
14.10.2021 20:00;41;547;252;50;195;50
14.10.2021 21:00;41;414;202;30;153;29
14.10.2021 22:00;41;250;95;23;104;28
14.10.2021 23:00;41;110;41;13;33;23
15.10.2021 00:00;41;88;26;18;32;12
15.10.2021 01:00;41;77;17;29;18;13
15.10.2021 02:00;41;47;6;17;9;15
15.10.2021 03:00;41;83;17;26;16;24
15.10.2021 04:00;41;112;36;21;41;14
15.10.2021 05:00;41;398;166;42;145;45
15.10.2021 06:00;41;1116;528;48;452;88
15.10.2021 07:00;41;1375;572;68;663;72
15.10.2021 08:00;41;1033;412;63;487;71
15.10.2021 09:00;41;996;412;86;420;78
15.10.2021 10:00;41;1064;410;70;509;75
15.10.2021 11:00;41;1231;550;89;523;69
15.10.2021 12:00;41;1329;578;68;595;88
15.10.2021 13:00;41;1463;727;87;585;64
15.10.2021 14:00;41;1798;831;83;805;79
15.10.2021 15:00;41;2097;1046;58;914;79
15.10.2021 16:00;41;1923;1068;74;717;64
15.10.2021 17:00;41;1502;852;52;538;60
15.10.2021 18:00;41;1251;744;40;425;42
15.10.2021 19:00;41;924;547;44;294;39
15.10.2021 20:00;41;641;360;30;210;41
15.10.2021 21:00;41;461;256;25;152;28
15.10.2021 22:00;41;295;139;19;119;18
15.10.2021 23:00;41;182;79;12;73;18
16.10.2021 00:00;41;157;63;15;67;12
16.10.2021 01:00;41;108;55;14;31;8
16.10.2021 02:00;41;79;25;10;32;12
16.10.2021 03:00;41;62;23;11;23;5
16.10.2021 04:00;41;84;31;15;26;12
16.10.2021 05:00;41;162;73;17;54;18
16.10.2021 06:00;41;263;113;15;115;20
16.10.2021 07:00;41;348;142;12;165;29
16.10.2021 08:00;41;453;167;9;256;21
16.10.2021 09:00;41;767;323;18;398;28
16.10.2021 10:00;41;989;445;22;491;31
16.10.2021 11:00;41;1210;597;27;544;42
16.10.2021 12:00;41;1253;648;17;553;35
16.10.2021 13:00;41;1221;695;23;477;26
16.10.2021 14:00;41;1363;774;11;548;30
16.10.2021 15:00;41;1259;700;17;519;23
16.10.2021 16:00;41;1210;670;13;486;41
16.10.2021 17:00;41;965;507;24;390;44
16.10.2021 18:00;41;781;402;13;336;30
16.10.2021 19:00;41;593;298;12;262;21
16.10.2021 20:00;41;490;218;24;225;23
16.10.2021 21:00;41;326;179;10;122;15
16.10.2021 22:00;41;253;112;7;119;15
16.10.2021 23:00;41;165;94;6;54;11
17.10.2021 00:00;41;117;55;5;50;7
17.10.2021 01:00;41;122;56;9;46;11
17.10.2021 02:00;41;82;40;3;33;6
17.10.2021 03:00;41;61;34;3;19;5
17.10.2021 04:00;41;59;26;7;23;3
17.10.2021 05:00;41;94;49;1;37;7
17.10.2021 06:00;41;161;75;2;70;14
17.10.2021 07:00;41;215;93;7;100;15
17.10.2021 08:00;41;241;99;13;119;10
17.10.2021 09:00;41;405;177;11;200;17
17.10.2021 10:00;41;703;323;19;333;28
17.10.2021 11:00;41;958;420;13;483;42
17.10.2021 12:00;41;1194;527;20;605;42
17.10.2021 13:00;41;1326;637;28;621;40
17.10.2021 14:00;41;1324;610;18;667;29
17.10.2021 15:00;41;1483;694;16;721;52
17.10.2021 16:00;41;1362;687;12;614;49
17.10.2021 17:00;41;1256;579;21;620;36
17.10.2021 18:00;41;1029;457;18;504;50
17.10.2021 19:00;41;738;349;24;336;29
17.10.2021 20:00;41;547;254;16;245;32
17.10.2021 21:00;41;364;159;12;163;30
17.10.2021 22:00;41;203;89;9;83;22
17.10.2021 23:00;41;107;41;10;46;10
18.10.2021 00:00;42;80;34;9;25;12
18.10.2021 01:00;42;42;10;10;11;11
18.10.2021 02:00;42;45;11;15;9;10
18.10.2021 03:00;42;75;19;19;14;23
18.10.2021 04:00;42;133;31;22;54;26
18.10.2021 05:00;42;384;154;36;150;44
18.10.2021 06:00;42;1178;583;62;472;61
18.10.2021 07:00;42;1449;614;74;685;76
18.10.2021 08:00;42;1057;429;76;484;68
18.10.2021 09:00;42;995;409;78;424;84
18.10.2021 10:00;42;1020;418;93;427;82
18.10.2021 11:00;42;1139;497;78;481;83
18.10.2021 12:00;42;1203;500;89;543;71
18.10.2021 13:00;42;1296;667;84;478;67
18.10.2021 14:00;42;1463;698;75;594;96
18.10.2021 15:00;42;1832;920;103;732;77
18.10.2021 16:00;42;1915;953;85;789;88
18.10.2021 17:00;42;1224;585;59;486;94
18.10.2021 18:00;42;975;459;57;381;78
18.10.2021 19:00;42;688;318;52;258;60
18.10.2021 20:00;42;512;219;44;196;53
18.10.2021 21:00;42;365;156;33;145;31
18.10.2021 22:00;42;231;78;35;97;21
18.10.2021 23:00;42;119;44;22;31;22
19.10.2021 00:00;42;87;26;23;20;18
19.10.2021 01:00;42;66;10;27;7;22
19.10.2021 02:00;42;56;7;20;16;13
19.10.2021 03:00;42;66;15;19;12;20
19.10.2021 04:00;42;135;39;32;31;33
19.10.2021 05:00;42;364;147;34;135;48
19.10.2021 06:00;42;1152;548;63;475;66
19.10.2021 07:00;42;1501;622;80;725;74
19.10.2021 08:00;42;1038;434;61;465;78
19.10.2021 09:00;42;991;397;87;430;77
19.10.2021 10:00;42;1000;390;102;428;80
19.10.2021 11:00;42;1161;474;80;533;74
19.10.2021 12:00;42;1233;559;86;518;70
19.10.2021 13:00;42;1291;547;79;564;101
19.10.2021 14:00;42;1466;660;89;622;95
19.10.2021 15:00;42;1934;910;99;834;91
19.10.2021 16:00;42;1887;965;74;757;91
19.10.2021 17:00;42;1280;580;75;550;75
19.10.2021 18:00;42;1032;498;51;410;73
19.10.2021 19:00;42;702;330;43;264;65
19.10.2021 20:00;42;557;242;56;223;36
19.10.2021 21:00;42;391;176;31;151;33
19.10.2021 22:00;42;256;91;32;101;32
19.10.2021 23:00;42;137;46;23;39;29
20.10.2021 00:00;42;98;22;23;30;23
